13,Blizzard Entertainment,0.0,PRIEST,,1.0,,2.0,797.0,,,,,"It isn't clear if people ignore the Lightwell, or if it is just invisible.",5.0,,,,EX1_341,,,Lightwell,,,PRIEST,,RARE,,EXPERT1,,,"At the start of your turn, restore 3 Health to a damaged friendly character.",MINION
14,Sean O’Daniels,0.0,NEUTRAL,,1.0,,3.0,1658.0,,,,,WARNING.  WARNING.  WARNING.,3.0,,,,EX1_006,,,Alarm-o-Bot,,,NEUTRAL,MECHANICAL,RARE,,EXPERT1,,,"[x]At the start of your turn,
swap this minion with a
   random one in your hand.",MINION
15,,,NEUTRAL,,0.0,,3.0,2678.0,,,,,,,,,,BRMA05_3H,,,Living Bomb,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,,BRM,,,"Choose an enemy minion. If it lives until your next turn, deal $10 damage to all enemies.",SPELL
16,Matt Dixon,2.0,PALADIN,,1.0,,1.0,40531.0,,,,,"Listen, see?  We'll take 'em to the docks, see?  And throw 'em in the sea, see?",1.0,,,,CFM_650,['BATTLECRY'],,Grimscale Chum,,,PALADIN,MURLOC,COMMON,,GANGS,,,"[x]<b>Battlecry:</b> Give a random
Murloc in your hand +1/+1.",MINION
17,Steve Prescott,2.0,NEUTRAL,,1.0,,3.0,1016.0,,,,,They can see the future.   In that future both players draw more cards.   Spoooky.,2.0,,,,EX1_050,['BATTLECRY'],,Coldlight Oracle,,,NEUTRAL,MURLOC,RARE,,EXPERT1,,,<b>Battlecry:</b> Each player draws 2 cards.,MINION
18,Evgeniy Zaqumyenny,1.0,NEUTRAL,,0.0,,1.0,42072.0,,,,,,1.0,,,,CFM_621_m5,,,Sheep,,,NEUTRAL,BEAST,,,GANGS,,,,MINION
19,Greg Staples,8.0,NEUTRAL,,1.0,,8.0,374.0,,1.0,,,"Ragnaros was summoned by the Dark Iron dwarves, who were eventually enslaved by the Firelord.  Summoning Ragnaros often doesn’t work out the way you want it to.",8.0,,,,EX1_298,['CANT_ATTACK'],,Ragnaros the Firelord,,,NEUTRAL,ELEMENTAL,LEGENDARY,,EXPERT1,,,"Can't attack. At the end of your turn, deal 8 damage to a random enemy.",MINION
20,,2.0,NEUTRAL,,0.0,,4.0,16233.0,,,,,,6.0,,,,LOEA07_09,,,Chasing Trogg,,,NEUTRAL,,,,LOE,,,,MINION
21,Chris Rahn,2.0,DRUID,,1.0,,3.0,2225.0,,,,,Likes: Hiking and the great outdoors. Dislikes: Goblin shredders and sandals. (Can’t find any that fit!).,4.0,,,,GVG_032,['CHOOSE_ONE'],,Grove Tender,,,DRUID,,RARE,,GVG,,,<b>Choose One -</b> Give each player a Mana Crystal; or Each player draws a card.,MINION
22,,1.0,NEUTRAL,,0.0,,1.0,1677.0,,,,,,2.0,,,,TU4f_007,['BATTLECRY'],,Crazy Monkey,,,NEUTRAL,,COMMON,,MISSIONS,,,<b>Battlecry:</b> Throw Bananas.,MINION
23,,,NEUTRAL,,0.0,,,2354.0,,,,,,30.0,,,,BRMA10_1,,,Razorgore the Untamed,,,NEUTRAL,,,,BRM,,,,HERO
24,,,NEUTRAL,,0.0,,2.0,1637.0,,,,,,,,,,TU4e_002,,,Flames of Azzinoth,,{'REQ_NUM_MINION_SLOTS': 2},NEUTRAL,,,,MISSIONS,,,"<b>Hero Power</b>
Summon two 2/1 minions.",HERO_POWER
25,,,NEUTRAL,,0.0,,,2173.0,,,,,,,,,,GVG_023a,,,Extra Sharp,,,NEUTRAL,,,,GVG,,,+1 Attack.,ENCHANTMENT
26,,10.0,NEUTRAL,,0.0,,10.0,1773.0,,1.0,,,,10.0,,,,CRED_13,,,Brian Schwab,,,NEUTRAL,,LEGENDARY,,CREDITS,,,"At the end of your turn, give a random minion +1 Attack.",MINION
27,,,NEUTRAL,,0.0,,0.0,2588.0,,,,,,,,,,BRMA02_2H,,,Jeering Crowd,,{'REQ_NUM_MINION_SLOTS': 1},NEUTRAL,,,,BRM,,,"<b>Hero Power</b>
Summon a 1/1 Spectator with <b>Taunt</b>.",HERO_POWER
28,,2.0,WARRIOR,,0.0,,2.0,38968.0,,,,,,2.0,,,,OG_314b,,,Slime,,,WARRIOR,,,,OG,,,,MINION
29,,,NEUTRAL,,0.0,,3.0,2476.0,,,,,,,,,,BRMA04_4H,,,Rock Out,2.0,,NEUTRAL,,,,BRM,,,Summon 3 Firesworn. <b>Overload:</b> (2),SPELL
30,Sunny Gho,5.0,NEUTRAL,,1.0,,3.0,1693.0,,1.0,,,"King Mukla wanders Jaguero Isle, searching for love.",5.0,,,,EX1_014,['BATTLECRY'],,King Mukla,,,NEUTRAL,BEAST,LEGENDARY,,EXPERT1,,,<b>Battlecry:</b> Give your opponent 2 Bananas.,MINION
31,,,NEUTRAL,,0.0,,,1734.0,,,,,,,,,,GAME_003e,,,Coin's Vengence,,,NEUTRAL,,,,CORE,,,Going second makes your first minion stronger.,ENCHANTMENT
32,Josh Harris,0.0,NEUTRAL,,0.0,,11.0,39687.0,,,,,,1.0,1.0,,,KARA_08_08,['UNTOUCHABLE'],,Red Portal,,,NEUTRAL,,,['WINDFURY'],KARA,,,The character in the red beam has <b>Windfury</b>.,MINION
33,Ralph Horsley,1.0,NEUTRAL,,1.0,,2.0,39554.0,,,,,She can tell you all about the history of people not STANDING IN THE GREEN BEAM!,3.0,,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",KAR_062,['BATTLECRY'],,Netherspite Historian,,,NEUTRAL,,COMMON,['DISCOVER'],KARA,,,"<b>Battlecry:</b> If you're holding a Dragon, <b>Discover</b>
a Dragon.",MINION
34,James Zhang,2.0,NEUTRAL,,1.0,,2.0,2580.0,,,,,"At first he liked juggling chain saws, but then he thought, ""Flames are better!  Because FIRE!""",3.0,,,,AT_094,['BATTLECRY'],,Flame Juggler,,,NEUTRAL,,COMMON,,TGT,,,<b>Battlecry:</b> Deal 1 damage to a random enemy.,MINION
35,,,NEUTRAL,,0.0,,,2427.0,,,,,,,,,,BRMA16_5e,,,I hear you...,,,NEUTRAL,,,,BRM,,,Increased Attack.,ENCHANTMENT
36,Dan Scott,2.0,NEUTRAL,,1.0,,3.0,38547.0,,,,,"C’Thun’s recruiting pitch involves cookies, which is why it’s the most popular Old God.",1.0,,,,OG_162,"['BATTLECRY', 'RITUAL']",,Disciple of C'Thun,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_NONSELF_TARGET': 0}",NEUTRAL,,RARE,,OG,,,<b>Battlecry:</b> Deal 2 damage. Give your C'Thun +2/+2 <i>(wherever it is)</i>.,MINION
37,,,NEUTRAL,,0.0,,,1899.0,,,,,,30.0,,,,NAX14_01,,,Sapphiron,,,NEUTRAL,,,,NAXX,,,,HERO
38,,,NEUTRAL,,0.0,,,39017.0,,,,,,,,,,TB_PickYourFate_9_EnchMinion,,,Bonus,,,NEUTRAL,,,,TB,,,Your <b>Deathrattle</b> minions have +1/+1.,ENCHANTMENT
39,Matt Gaser,,HUNTER,,1.0,,2.0,519.0,,,,,"""Dang, that's cold."" - appropriate response to Freezing Trap, or a mean joke.",,,,,EX1_611,['SECRET'],,Freezing Trap,,,HUNTER,,COMMON,,EXPERT1,,,"<b>Secret:</b> When an enemy minion attacks, return it to its owner's hand. It costs (2) more.",SPELL
40,,,NEUTRAL,,0.0,,4.0,1886.0,,,,,,,,,,NAX10_03,,,Hateful Strike,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,,NAXX,,,"<b>Hero Power</b>
Destroy a minion.",HERO_POWER
41,Seamus Gallagher,9.0,NEUTRAL,,1.0,,9.0,2520.0,,,,,You have no idea how tired this guy is of being released.,7.0,,,,AT_103,['BATTLECRY'],,North Sea Kraken,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,COMMON,,TGT,,Deal 4 damage.,<b>Battlecry:</b> Deal 4 damage.,MINION
42,Anton Zemskov,7.0,WARRIOR,,1.0,,7.0,2881.0,,,,,No obsidian is safe around the Obsidian Destroyer!,7.0,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",LOE_009,,,Obsidian Destroyer,,,WARRIOR,,COMMON,['TAUNT'],LOE,,,"At the end of your turn, summon a 1/1 Scarab with <b>Taunt</b>.",MINION
43,,,NEUTRAL,,0.0,,0.0,15354.0,,,,,,,,,,LOEA05_03,,,Trogg Hate Spells!,,,NEUTRAL,,,,LOE,,,"<b>Passive Hero Power</b>
 Enemy spells cost (2) more. Swap at the start of your turn.",HERO_POWER
44,Christopher Moeller,,SHAMAN,,1.0,,3.0,629.0,,,,,"An umbrella won't be effective, I'm afraid.",,,,,EX1_259,,,Lightning Storm,2.0,,SHAMAN,,RARE,,EXPERT1,,,Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2),SPELL
45,Daren Bader,3.0,NEUTRAL,,1.0,,5.0,1371.0,,,,,This Kodo is so big that he can stampede by <i>himself</i>.,5.0,,,,NEW1_041,['BATTLECRY'],,Stampeding Kodo,,,NEUTRAL,BEAST,RARE,,EXPERT1,,,<b>Battlecry:</b> Destroy a random enemy minion with 2 or less Attack.,MINION
46,Vance Kovacs,2.0,NEUTRAL,,1.0,,1.0,1634.0,,,,,She can't wait to learn Power Word: Fortitude Rank 2.,1.0,,,,EX1_004,,,Young Priestess,,,NEUTRAL,,RARE,,EXPERT1,,,"At the end of your turn, give another random friendly minion +1 Health.",MINION
47,,5.0,NEUTRAL,,0.0,,8.0,38614.0,,,,,,9.0,,,,LOEA04_25h,,,Seething Statue,,,NEUTRAL,,,,LOE,,,"At the end of your turn, deal 5 damage to all enemies.",MINION
48,Greg Staples,2.0,NEUTRAL,,0.0,,2.0,39842.0,,,,,,2.0,,,,OG_318t,['TAUNT'],,Gnoll,,,NEUTRAL,,,,OG,,,<b>Taunt</b>,MINION
49,Michael Komarck,,WARRIOR,,1.0,,3.0,1023.0,,,,,Shields were invented because Face Block is USELESS.,,,Unlocked at Level 8.,Unlocked at Level 28.,EX1_606,,,Shield Block,,,WARRIOR,,COMMON,,CORE,,,"Gain 5 Armor.
Draw a card.",SPELL
50,,1.0,NEUTRAL,,0.0,,1.0,39383.0,,,,,,6.0,,,,KAR_A10_01,,,Black Pawn,,,NEUTRAL,,,,KARA,,,<b>Auto-Attack:</b> Deal 1 damage to the enemies opposite this minion.,MINION
51,,,NEUTRAL,,0.0,,,38743.0,,,,,,,,,,LOEA09_2eH,['TAG_ONE_TURN_EFFECT'],,Enraged,,,NEUTRAL,,,,LOE,,,+5 Attack,ENCHANTMENT
52,Eva Widermann,2.0,DRUID,,1.0,,2.0,2096.0,,,,,It's adorable! AND OH MY GOODNESS WHY IS IT EATING MY FACE,2.0,,,,GVG_030,"['CHOOSE_ONE', 'TAUNT']",,Anodized Robo Cub,,,DRUID,MECHANICAL,COMMON,,GVG,,,"<b>Taunt</b>. <b>Choose One -</b>
+1 Attack; or +1 Health.",MINION
53,Sedhayu Ardian,4.0,NEUTRAL,,1.0,,3.0,466.0,,,,,"Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces.",4.0,,,,EX1_089,['BATTLECRY'],,Arcane Golem,,,NEUTRAL,,RARE,,EXPERT1,,,<b>Battlecry:</b> Give your opponent a Mana Crystal.,MINION
54,Seamus Gallagher,2.0,NEUTRAL,,1.0,,2.0,2049.0,,,,,"""Shhh, I think I hear something.""
""Ah, it's probably nothing."" - Every Henchman",3.0,,,,GVG_081,['STEALTH'],,Gilblin Stalker,,,NEUTRAL,,COMMON,,GVG,,,<b>Stealth</b>,MINION
55,Wei Wang,5.0,ROGUE,,1.0,,6.0,1993.0,,1.0,,,Gallywix believes in supply and demand. He supplies the beatings and demands you pay up!,8.0,,,,GVG_028,,,Trade Prince Gallywix,,,ROGUE,,LEGENDARY,,GVG,,,"Whenever your opponent casts a spell, gain a copy of it and give them a Coin.",MINION
56,Matt Dixon,2.0,HUNTER,,1.0,,3.0,2892.0,,,,,Dang.  This card is sweet.  Almost as sweet as Dessert Camel.,4.0,,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",LOE_020,['BATTLECRY'],,Desert Camel,,,HUNTER,BEAST,COMMON,,LOE,,,<b>Battlecry:</b> Put a 1-Cost minion from each deck into the battlefield.,MINION
57,,1.0,NEUTRAL,,0.0,,1.0,1603.0,,,,,,1.0,,,,TU4d_002,,,Crazed Hunter,,,NEUTRAL,,COMMON,,MISSIONS,,,,MINION
58,,3.0,DRUID,,0.0,,2.0,812.0,,,,,,2.0,,,,EX1_160t,,,Panther,,,DRUID,BEAST,COMMON,,EXPERT1,,,,MINION
59,Konstantin Turovec,,NEUTRAL,,0.0,,10.0,41625.0,,,,,,,,,,CFM_621t29,,,Mystic Wool,,,NEUTRAL,,,,GANGS,,,Transform all minions into 1/1 Sheep.,SPELL
60,Kevin Chin,,SHAMAN,,1.0,,1.0,767.0,,,,,"Earth Shock? Shouldn't it be ""Azeroth Shock""?",,,,,EX1_245,['SILENCE'],,Earth Shock,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,COMMON,,EXPERT1,,,"<b>Silence</b> a minion, then deal $1 damage to it.",SPELL
61,,,NEUTRAL,,0.0,,0.0,1647.0,,,,,,,,,,XXX_021,,,Restore All Health,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,COMMON,,CHEAT,,,Restore all Health to a character.,SPELL
62,,3.0,NEUTRAL,,0.0,,3.0,40649.0,,,,,,2.0,,,,KARA_13_20,,,Party Elemental,,,NEUTRAL,,,,TB,,,Comes with a party!,MINION
63,Steve Hui,,ROGUE,,1.0,,1.0,990.0,,,,,Rogues conceal everything but their emotions.  You can't get 'em to shut up about feelings.,,,,,EX1_128,,,Conceal,,,ROGUE,,COMMON,['STEALTH'],EXPERT1,,,Give your minions <b>Stealth</b> until your next turn.,SPELL
64,Jesper Esjing,6.0,NEUTRAL,,1.0,,5.0,38528.0,,,,,"Not so much ""corrupted"" as ""has terrible aim"".",6.0,,,,OG_147,['DEATHRATTLE'],,Corrupted Healbot,,,NEUTRAL,MECHANICAL,RARE,,OG,,,<b>Deathrattle:</b> Restore 8 Health to the enemy hero.,MINION
65,Josh Harris,5.0,NEUTRAL,,0.0,,4.0,38999.0,,,,,,5.0,,,,OG_272t,,,Faceless Destroyer,,,NEUTRAL,,,,OG,,,,MINION
66,L. Lullabi & Nutchapol,2.0,NEUTRAL,,1.0,,3.0,39003.0,,,,,"Yeah, I think we can agree that killing the squirming tentacle first is a good idea.",4.0,,,,OG_327,['TAUNT'],,Squirming Tentacle,,,NEUTRAL,,COMMON,,OG,,,<b>Taunt</b>,MINION
67,,,NEUTRAL,,0.0,,0.0,1710.0,,,,,,,,,,XXX_027,,,Server Crash,,,NEUTRAL,,,,CHEAT,,,Crash the Server.  DON'T BE A FOOL.,SPELL
68,,0.0,NEUTRAL,,0.0,,1.0,17146.0,,,,,,2.0,,,,LOEA06_02t,,,Earthen Statue,,,NEUTRAL,,,,LOE,,,,MINION
69,Peter C. Lee,5.0,HUNTER,,1.0,,7.0,311.0,2.0,,,,The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.,,,,,DS1_188,,,Gladiator's Longbow,,,HUNTER,,EPIC,['IMMUNE'],EXPERT1,,,Your hero is <b>Immune</b> while attacking.,WEAPON
70,Laurel Austin,,NEUTRAL,,0.0,,,39665.0,,,,,,30.0,,,,KARA_11_01,,,Nightbane,,,NEUTRAL,,,,KARA,,,,HERO
71,Lucas Graciano,,ROGUE,,1.0,,2.0,282.0,,,,,"Everyone has a price. Gnomes, for example, can be persuaded by stuffed animals and small amounts of chocolate.",,,,,EX1_126,,,Betrayal,,"{'REQ_ENEMY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",ROGUE,,COMMON,,EXPERT1,,,Force an enemy minion to deal its damage to the minions next to it.,SPELL
72,Konstantin Turovec,,NEUTRAL,,0.0,,10.0,41623.0,,,,,,,,,,CFM_621t27,,,Icecap,,,NEUTRAL,,,['FREEZE'],GANGS,,,<b>Freeze</b> 3 random enemy minions.,SPELL
73,Matt Dixon,,NEUTRAL,,0.0,,,40530.0,,,,,,,,,,CFM_650e,,,Smuggling,,,NEUTRAL,,,,GANGS,,,+1/+1 from Grimscale Chum.,ENCHANTMENT
74,,0.0,NEUTRAL,,0.0,,3.0,39387.0,,,,,,6.0,,,,KAR_A10_05,,,White Bishop,,,NEUTRAL,,,,KARA,,,<b>Auto-Attack:</b> Restore 2 Health to adjacent minions.,MINION
75,,0.0,NEUTRAL,,0.0,,2.0,42904.0,,,,,,1.0,,,,TB_SPT_MTH_Minion1,"['BATTLECRY', 'TAUNT']",,Happy Partygoer,,,NEUTRAL,,,,TB,,,"<b>Taunt</b>
<b>Battlecry:</b> Gain Health equal to Stormwind's Attack.",MINION
76,,,NEUTRAL,,0.0,,,2842.0,,,,,,,,,,AT_045e,,,Empowering Mist,,,NEUTRAL,,,,TGT,,,+1/+1.,ENCHANTMENT
77,Marcelo Vignali,,PRIEST,,1.0,,1.0,2582.0,,,,,Flash!  Ahhhhhhh~,,,,,AT_055,,,Flash Heal,,{'REQ_TARGET_TO_PLAY': 0},PRIEST,,COMMON,,TGT,,,Restore #5 Health.,SPELL
78,,,NEUTRAL,,0.0,,,2370.0,,,,,,,,,,BRM_012e,,,On Fire!,,,NEUTRAL,,,,BRM,,,Increased Attack.,ENCHANTMENT
79,Jim Nelson,1.0,NEUTRAL,,1.0,,4.0,38833.0,,,,,"If you strike him down, he shall become more powerful than you can possibly imagine.",1.0,,,,OG_272,['DEATHRATTLE'],,Twilight Summoner,,,NEUTRAL,,EPIC,,OG,,,<b>Deathrattle:</b> Summon a 5/5 Faceless Destroyer.,MINION
80,Jon Neimeister,2.0,ROGUE,,1.0,,2.0,39026.0,,,,,Psst! Wanna buy a random class card (from your opponent's class)?,2.0,,,,OG_330,['DEATHRATTLE'],,Undercity Huckster,,,ROGUE,,RARE,,OG,,,<b>Deathrattle:</b> Add a random class card to your hand <i>(from your opponent's class)</i>.,MINION
81,,,DRUID,,0.0,,,322.0,,,,,,,,,,EX1_155ae,,,Mark of Nature,,,DRUID,,,,EXPERT1,,,This minion has +4 Attack.,ENCHANTMENT
82,Alexander Alexandrov,3.0,WARLOCK,,1.0,,3.0,1221.0,,,,,"If you put this into your deck, you WILL lose the trust of your other minions.",3.0,,,,EX1_304,['BATTLECRY'],,Void Terror,,,WARLOCK,DEMON,RARE,,EXPERT1,,,"[x]<b>Battlecry:</b> Destroy both
adjacent minions and gain
 their Attack and Health.",MINION
83,,5.0,NEUTRAL,,0.0,,5.0,38686.0,,1.0,,,,5.0,,,,LOEA16_22,,,Archaedas,,,NEUTRAL,,LEGENDARY,,LOE,,,"At the end of your turn, turn a random enemy minion into a 0/2 Statue.",MINION
84,Mark Gibbons,,ROGUE,,0.0,,,40790.0,,,,,,,,,,CFM_342e,,,Looted Blade,,,ROGUE,,,,GANGS,,,+4/+4.,ENCHANTMENT
85,Glenn Rane,1.0,NEUTRAL,,1.0,,1.0,658.0,,,,,"He really just wants to be your friend, but the constant rejection is starting to really get to him.",1.0,,,,EX1_029,['DEATHRATTLE'],,Leper Gnome,,,NEUTRAL,,COMMON,,EXPERT1,,,<b>Deathrattle:</b> Deal 2 damage to the enemy hero.,MINION
86,,,MAGE,,0.0,,,2113.0,,,,,,45.0,,,,NAX4_01H,,,Noth the Plaguebringer,,,MAGE,,,,NAXX,,,,HERO
87,,2.0,NEUTRAL,,0.0,,2.0,38634.0,,,,,,1.0,,,,LOEA09_10,,,Hungry Naga,,,NEUTRAL,,,,LOE,,,,MINION
88,,,NEUTRAL,,0.0,,2.0,2319.0,,,,,,,,,,BRM_027p,,,"DIE, INSECT!",,,NEUTRAL,,,,BRM,,,"<b>Hero Power</b>
Deal $8 damage to a random enemy.",HERO_POWER
89,,,NEUTRAL,,0.0,,4.0,1845.0,,,,,,,,,,PRO_001b,,,Rogues Do It...,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,,,,PROMO,,,Deal $4 damage. Draw a card.,SPELL
90,A.J. Nazzaro,,NEUTRAL,,0.0,,,39633.0,,,,,,30.0,,,,KAR_A01_01,,,Magic Mirror,,,NEUTRAL,,,,KARA,,,,HERO
91,,,NEUTRAL,,0.0,,,39838.0,,,,,,,,,,EX1_390e,['ENRAGED'],,Enraged,,,NEUTRAL,,,,EXPERT1,,,+3 Attack.,ENCHANTMENT
92,Adam Byrne,4.0,NEUTRAL,,1.0,,5.0,40928.0,,,,,"""Hmmmm…  Call it a hunch, but I'm starting to think that there may be some kind of criminal activity going on in Gadgetzan.""",6.0,,,,CFM_656,['BATTLECRY'],,Streetwise Investigator,,,NEUTRAL,,COMMON,['STEALTH'],GANGS,,,<b>Battlecry:</b> Enemy minions lose <b>Stealth</b>.,MINION
93,Matt Dixon,,WARLOCK,,1.0,,4.0,2628.0,,,,,* Not actually Jaraxxus' fist.,,,,,AT_022,['InvisibleDeathrattle'],,Fist of Jaraxxus,,,WARLOCK,,RARE,,TGT,,,"When you play or discard this, deal $4 damage to a random enemy.",SPELL
94,,,NEUTRAL,,0.0,,,28554.0,,,"['BRMA07_2_2_TB', 'BRMA01_2H_2_TB', 'BRMA17_5_TB', 'NAX12_02H_2_TB', 'BRMA02_2_2_TB', 'NAX11_02H_2_TB', 'BRMA13_4_2_TB', 'BRMA09_2_TB', 'BRMA14_10H_TB', 'BRMA06_2H_TB', 'NAX3_02_TB', 'NAX8_02H_TB']",,,,,,,TB_RandHero2_001,,,TB_EnchWhosTheBossNow,,,NEUTRAL,,,,TB,,,,ENCHANTMENT
95,,5.0,NEUTRAL,,0.0,,3.0,40261.0,,,,,,2.0,,,,KARA_04_05h,['CHARGE'],,Flying Monkey,,,NEUTRAL,,,,KARA,,,<b>Charge</b>,MINION
96,Dan Scott,,HUNTER,,1.0,,2.0,40339.0,,,,,There is an urban legend that the first Toxic Sewer Ooze was born because a rookie Goon stashed an open container of milk in a Hidden Cache.,,,,,CFM_026,['SECRET'],,Hidden Cache,,,HUNTER,,RARE,,GANGS,,,"<b>Secret:</b> After your opponent plays a minion, give a random minion in your hand +2/+2.",SPELL
97,,,PRIEST,,0.0,,0.0,40040.0,,,,,,,,,,TB_ClassRandom_Priest,,,Second Class: Priest,,,PRIEST,,,,TB,,,Add Priest cards to your deck.,SPELL
98,,,NEUTRAL,,0.0,,0.0,38676.0,,,,,,,,,,LOEA07_03h,['AI_MUST_PLAY'],,Flee the Mine!,,,NEUTRAL,,,,LOE,,,Escape the Troggs!,HERO_POWER
99,,7.0,NEUTRAL,,0.0,,6.0,3033.0,,1.0,,,,6.0,,,,CRED_33,,,Jomaro Kindred,,,NEUTRAL,,LEGENDARY,,CREDITS,,,<b>Battlecry:</b> TAKE any cards from your opponent's hand that they don't want.,MINION
100,,,NEUTRAL,,0.0,,,1823.0,,,,,,30.0,,,,NAX8_01,,,Gothik the Harvester,,,NEUTRAL,,,,NAXX,,,,HERO
101,,2.0,NEUTRAL,,0.0,,1.0,1889.0,,,,,,2.0,,,,NAX11_03,,,Fallout Slime,,,NEUTRAL,,,,NAXX,,,,MINION
102,,5.0,NEUTRAL,,0.0,,5.0,2114.0,,,,,,5.0,,,,NAX4_03H,,,Skeleton,,,NEUTRAL,,,,NAXX,,,,MINION
103,Wayne Reynolds,,DRUID,,1.0,,1.0,40397.0,,,,,The mark of the Lotus is a little flower drawn in permanent marker on the ankle.,,,,,CFM_614,,,Mark of the Lotus,,,DRUID,,COMMON,,GANGS,,,Give your minions +1/+1.,SPELL
104,,,NEUTRAL,,0.0,,0.0,1592.0,,,,,,,,,,XXX_018,,,Destroy All Minions,,,NEUTRAL,,COMMON,,CHEAT,,,Destroy all minions.,SPELL
105,Jimmy Lo,,SHAMAN,,1.0,,1.0,38262.0,,,,,Golce and Dabbana have a new line of Earth Totems available at vendors everywhere this holiday season.,,,,,OG_023,,,Primal Fusion,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,COMMON,,OG,,,Give a minion +1/+1 for each of your Totems.,SPELL
106,,1.0,NEUTRAL,,0.0,,1.0,2348.0,,,,,,1.0,,,,BRMA09_3t,['TAUNT'],,Old Horde Orc,,,NEUTRAL,,,,BRM,,,<b>Taunt</b>,MINION
